link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~salaberry-de-valleyfield/24527179?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-11-01,"Pets allowed with conditions, Smoking not allowed, Semi-furnished, Internet included",2024,Garage (1),"Condo / Apartment for rent in Salaberry-de-Valleyfield, Montérégie, 145, Rue Salaberry, apt. 206, 24527179 - Centris.ca","$1,650 /month","145, Rue Salaberry, apt. 206
Salaberry-de-Valleyfield
Neighbourhood Salaberry-de-Valleyfield"
https://www.centris.ca/en/condos-apartments~for-rent~cowansville/12272053?view=Summary&uc=3,8 rooms,2 bedrooms in basement,1 bathroom,Gross area,"1,250 sqft",2024-05-15,Pets allowed with conditions,2022,Driveway (1),"Condo / Apartment for rent in Cowansville, Estrie, 159, Rue Mc Dermott, apt. 101, 12272053 - Centris.ca","$1,300 /month","159, Rue Mc Dermott, apt. 101
Cowansville"
https://www.centris.ca/en/condos-apartments~for-rent~cleveland/23183893?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Gross area,957 sqft,7 days after acceptance of promise to rent,"Adapted for reduced mobility, Elevator, Internet included, Fitness room","2023, New",Driveway (1),"Condo / Apartment for rent in Cleveland, Estrie, 308, Route 243, apt. 601, 23183893 - Centris.ca","$2,286 /month","308, Route 243, apt. 601
Cleveland"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28990060?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,510 sqft,7 days after acceptance of promise to rent,"Animals not allowed, Elevator, Private balcony, Fitness room, Bicycle storage area",2023,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1245, Rue De Bleury, apt. 4906, 28990060 - Centris.ca","$2,150 /month","1245, Rue De Bleury, apt. 4906
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/15005645?view=Summary&uc=3,8 rooms,3 bedrooms,1 bathroom and 1 powder room,Net area,"1,293 sqft",2024-08-01,Semi-furnished,2012,Garage (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 1359, boulevard Alexis-Nihon, apt. 201, 15005645 - Centris.ca","$2,600 /month","1359, boulevard Alexis-Nihon, apt. 201
Montréal (Saint-Laurent)
Neighbourhood New Saint-Laurent/Bois-Franc"
https://www.centris.ca/en/houses~for-rent~cote-saint-luc/21941691?view=Summary&uc=3,13 rooms,4 bedrooms (1 in basement),3 bathrooms,Lot area,"3,883 sqft",2024-06-11,Basement 6 feet or +,2023,"Driveway (2), Garage (2)","House for rent in Côte-Saint-Luc, Montréal (Island), 5826, Avenue Palmer, 21941691 - Centris.ca","$5,500 /month","5826, Avenue Palmer
Côte-Saint-Luc"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/22266032?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,N/A,N/A,3 days after acceptance of promise to rent,"Animals allowed, Elevator",1946,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 3445, Avenue Ridgewood, apt. 100, 22266032 - Centris.ca","$1,500 /month","3445, Avenue Ridgewood, apt. 100
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Côte-des-Neiges"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23489869?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,700 sqft,2024-01-01,Near the REM,"Under construction, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1001, Rue Lucien-L'Allier, apt. 1403, 23489869 - Centris.ca","$2,550 /month","1001, Rue Lucien-L'Allier, apt. 1403
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~vaudreuil-dorion/9360568?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,703 sqft,2024-06-01,"Semi-furnished, Near the REM","To be built, New",N/A,"Condo / Apartment for rent in Vaudreuil-Dorion, Montérégie, 230, boulevard Harwood, apt. A4, 9360568 - Centris.ca","$1,600 /month","230, boulevard Harwood, apt. A4
Vaudreuil-Dorion
Neighbourhood Dorion"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23894131?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Net area,932 sqft,15 days after acceptance of promise to rent,Near the REM,2016,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Avenue des Canadiens-de-Montréal, apt. 5001, 23894131 - Centris.ca","$3,600 /month","1288, Avenue des Canadiens-de-Montréal, apt. 5001
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~drummondville/18002251?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,According to leases,N/A,"Under construction, New",Driveway (2),"Condo / Apartment for rent in Drummondville, Centre-du-Québec, 596, boulevard Saint-Charles, apt. 302, 18002251 - Centris.ca","$1,625 /month","596, boulevard Saint-Charles, apt. 302
Drummondville
Neighbourhood Saint-Charles-de-Drummond"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/10873238?view=Summary&uc=3,5 rooms,2 bedrooms in basement,1 bathroom,N/A,N/A,2024-07-01,"Animals not allowed, Smoking not allowed",1959,N/A,"Condo / Apartment for rent in Montréal (LaSalle), Montréal (Island), 9399A, Rue de Brome, 10873238 - Centris.ca","$1,300 /month","9399A, Rue de Brome
Montréal (LaSalle)"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/24213487?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,613 sqft,2024-07-15,"Elevator, Fitness room",2007,Driveway (1),"Condo / Apartment for rent in Brossard, Montérégie, 1350, Rue Palerme, apt. 208, 24213487 - Centris.ca","$1,600 /month","1350, Rue Palerme, apt. 208
Brossard
Neighbourhood Street names (P)"
https://www.centris.ca/en/houses~for-rent~mont-tremblant/14888575?view=Summary&uc=3,11 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,3 days after acceptance of promise to rent,"Located on a lake, Non-navigable body of water, Semi-furnished, Basement 6 feet or +",2022,Driveway (2),"House for rent in Mont-Tremblant, Laurentides, 1002, Allée de la Sérénité, 14888575 - Centris.ca","$2,300 /month","1002, Allée de la Sérénité
Mont-Tremblant
Neighbourhood Saint-Jovite"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/15260637?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,959 sqft,2024-09-01,"Animals allowed, Smoking not allowed, Elevator, Semi-furnished",2012,Garage (1),"Condo / Apartment for rent in Montréal (Villeray/Saint-Michel/Parc-Extension), Montréal (Island), 8635, Rue Lajeunesse, apt. 611, 15260637 - Centris.ca","$2,500 /month","8635, Rue Lajeunesse, apt. 611
Montréal (Villeray/Saint-Michel/Parc-Extension)
Neighbourhood Villeray"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/9853824?view=Summary&uc=3,7 rooms,3 bedrooms,1 bathroom and 1 powder room,Net area,"1,612 sqft",5 days after acceptance of promise to rent,N/A,1875,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1245, Avenue de l'Hôtel-de-Ville, 9853824 - Centris.ca","$3,695 /month","1245, Avenue de l'Hôtel-de-Ville
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14766045?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,798 sqft,2024-07-01,N/A,N/A,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 3470, Rue Redpath, apt. 207, 14766045 - Centris.ca","$1,500 /month","3470, Rue Redpath, apt. 207
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/17377239?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,550 sqft,3 days after acceptance of promise to rent,"Elevator, Roof terrace, Fitness room, Bicycle storage area, Near the REM",2024,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1245, Rue De Bleury, apt. 4910, 17377239 - Centris.ca","$1,890 /month","1245, Rue De Bleury, apt. 4910
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/houses~for-rent~candiac/25103211?view=Summary&uc=3,10 rooms,3 bedrooms,1 bathroom and 1 powder room,Lot area,"5,973 sqft",2024-07-01,Basement 6 feet or +,1987,"Driveway (4), Garage (1)","House for rent in Candiac, Montérégie, 11, Avenue Baffin, 25103211 - Centris.ca","$3,400 /month","11, Avenue Baffin
Candiac"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27641965?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,595 sqft,2024-09-01,"Animals not allowed, Smoking not allowed, Near the REM",2019,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1188, Rue Saint-Antoine Ouest, apt. 618, 27641965 - Centris.ca","$1,900 /month","1188, Rue Saint-Antoine Ouest, apt. 618
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~saint-hyacinthe/13328305?view=Summary&uc=3,7 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-07-01,N/A,N/A,Driveway (1),"Condo / Apartment for rent in Saint-Hyacinthe, Montérégie, 1355, Rue Saint-Amand, apt. 3, 13328305 - Centris.ca","$1,650 /month","1355, Rue Saint-Amand, apt. 3
Saint-Hyacinthe
Neighbourhood Centre-ville/Christ-Roi"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/19108388?view=Summary&uc=3,6 rooms,3 bedrooms,3 bathrooms and 1 powder room,Net area,"2,357 sqft",2023-11-03,"Animals not allowed, Smoking not allowed, Elevator, Furnished",N/A,Garage (2),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 3150, Place De Ramezay, apt. 303, 19108388 - Centris.ca","$24,000 /month","3150, Place De Ramezay, apt. 303
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28116496?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,648 sqft,2024-03-01,"Adapted for reduced mobility, Semi-furnished, Private balcony, Fitness room",2017,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1050, Rue Drummond, apt. 1909, 28116496 - Centris.ca","$2,700 /month","1050, Rue Drummond, apt. 1909
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~laval-chomedey/11966593?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Gross area,"1,000 sqft",2024-08-01,N/A,2012,N/A,"Condo / Apartment for rent in Laval (Chomedey), Laval, 4277, Rue Bertin, 11966593 - Centris.ca","$1,760 /month","4277, Rue Bertin
Laval (Chomedey)
Neighbourhood Others"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27617384?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Net area,830 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished, Private balcony",2014,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1423, Rue Drummond, apt. 201, 27617384 - Centris.ca","$2,500 /month","1423, Rue Drummond, apt. 201
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/25087116?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Gross area,600 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Private balcony, Roof terrace, Fitness room",2024,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1485, Rue des Bassins, apt. 123, 25087116 - Centris.ca","$1,800 /month","1485, Rue des Bassins, apt. 123
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22803164?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,586 sqft,2024-06-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1155, Rue MacKay, apt. 1011, 22803164 - Centris.ca","$1,749 /month","1155, Rue MacKay, apt. 1011
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~mascouche/21152299?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,Gross area,911 sqft,5 days after acceptance of promise to rent,Pets allowed with conditions,2022,N/A,"Condo / Apartment for rent in Mascouche, Lanaudière, 1429, Avenue de la Gare, apt. 701, 21152299 - Centris.ca","$1,720 /month","1429, Avenue de la Gare, apt. 701
Mascouche
Neighbourhood Albi"
https://www.centris.ca/en/condos-apartments~for-rent~mont-royal/13524539?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom,Gross area,"1,250 sqft",2024-07-01,"Pets allowed with conditions, Smoking not allowed",N/A,Driveway (2),"Condo / Apartment for rent in Mont-Royal, Montréal (Island), 3336, Chemin de la Côte-de-Liesse, 13524539 - Centris.ca","$2,300 /month","3336, Chemin de la Côte-de-Liesse
Mont-Royal"
https://www.centris.ca/en/condos-apartments~for-rent~petite-riviere-saint-francois/26428627?view=Summary&uc=3,10 rooms,4 bedrooms (2 in basement),2 bathrooms and 1 powder room,Gross area,"1,770 sqft",2024-10-01,"Access to a fleuve (river), Semi-furnished","Under construction, New",Driveway (2),"Condo / Apartment for rent in Petite-Rivière-Saint-François, Capitale-Nationale, 6B, Chemin du Fleuve, 26428627 - Centris.ca","$2,550 /month","6B, Chemin du Fleuve
Petite-Rivière-Saint-François"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/9532913?view=Summary&uc=3,9 rooms,3 bedrooms,2 bathrooms,Net area,"1,625 sqft",2024-10-01,"Smoking not allowed, Elevator, Fitness room",2014,Garage (2),"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1500, Rue des Bassins, apt. 101, 9532913 - Centris.ca","$6,995 /month","1500, Rue des Bassins, apt. 101
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12605112?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,500 sqft,2024-01-01,Near the REM,"Under construction, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1001, Rue Lucien-L'Allier, apt. 717, 12605112 - Centris.ca","$1,820 /month","1001, Rue Lucien-L'Allier, apt. 717
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/houses~for-rent~ham-nord/27303970?view=Summary&uc=3,11 rooms,3 bedrooms (2 in basement),2 bathrooms,Lot area,"3,798 sqft",2024-06-19,"Pets allowed with conditions, Smoking not allowed, Basement 6 feet or +",N/A,N/A,"House for rent in Ham-Nord, Centre-du-Québec, 1, Rue Nolette, 27303970 - Centris.ca","$1,725 /month","1, Rue Nolette
Ham-Nord"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22685189?view=Summary&uc=3,8 rooms,2 bedrooms,2 bathrooms,Net area,990 sqft,2024-06-15,"Smoking not allowed, Elevator, Furnished, Fitness room, Bicycle storage area",2016,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1300, boulevard René-Lévesque Ouest, apt. 3004, 22685189 - Centris.ca","$4,200 /month","1300, boulevard René-Lévesque Ouest, apt. 3004
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~brossard/15726554?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Net area,974 sqft,2024-07-01,"Animals not allowed, Smoking not allowed",2023,Garage (1),"Condo / Apartment for rent in Brossard, Montérégie, 605, Rue de l'Escale, apt. 407, 15726554 - Centris.ca","$2,495 /month","605, Rue de l'Escale, apt. 407
Brossard
Neighbourhood Street names (C)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26201575?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,502 sqft,2024-09-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1235, Rue Bishop, apt. 1023, 26201575 - Centris.ca","$1,700 /month","1235, Rue Bishop, apt. 1023
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23186205?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,614 sqft,2024-08-01,Furnished,2016,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1288, Avenue des Canadiens-de-Montréal, apt. 3106, 23186205 - Centris.ca","$2,600 /month","1288, Avenue des Canadiens-de-Montréal, apt. 3106
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos~for-sale~terrebonne-terrebonne/9439766?view=Summary&uc=3,9 rooms,2 bedrooms,1 bathroom,Net area,955 sqft,35 days after acceptance of promise to purchase or rent,"Animals allowed, Private yard",2007,Driveway (1),"Condo for sale in Terrebonne (Terrebonne), Lanaudière, 161, Rue Chapleau, 9439766 - Centris.ca","$1,600 /month","161, Rue Chapleau
Terrebonne (Terrebonne)
Neighbourhood Vieux Terrebonne"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15983133?view=Summary&uc=3,6 rooms,2 bedrooms,2 bathrooms,Net area,990 sqft,2024-06-23,"Elevator, Furnished, Internet included, Private balcony, Roof terrace, Fitness room, Near the REM",2020,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1025, Rue de la Commune Est, apt. 501, 15983133 - Centris.ca","$4,750 /month","1025, Rue de la Commune Est, apt. 501
Montréal (Ville-Marie)
Neighbourhood Old Montréal"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23737127?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Gross area,845 sqft,10 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Roof terrace, Fitness room, Bicycle storage area",2023,Garage (2),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1150, boulevard René-Lévesque Est, apt. 313, 23737127 - Centris.ca","$3,100 /month","1150, boulevard René-Lévesque Est, apt. 313
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/24337271?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,Net area,560 sqft,2024-07-01,Elevator,"2020, New",N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 6405, boulevard Décarie, apt. 510, 24337271 - Centris.ca","$1,540 /month","6405, boulevard Décarie, apt. 510
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Côte-des-Neiges"
https://www.centris.ca/en/condos-apartments~for-rent~vaudreuil-dorion/17732660?view=Summary&uc=3,6 rooms,2 bedrooms,2 bathrooms,Net area,"1,152 sqft",2025-03-01,"Animals allowed, Elevator","2024, New",Garage (1),"Condo / Apartment for rent in Vaudreuil-Dorion, Montérégie, 1400, Rue Émile-Bouchard, apt. 201, 17732660 - Centris.ca","$2,360 /month","1400, Rue Émile-Bouchard, apt. 201
Vaudreuil-Dorion
Neighbourhood Vaudreuil East"
